,ABV,Beer Name,Beer Style,Brewery Name,name,creditCard,email,purchase,saleType,date
1038,3.8,PALE,Pale bitter with a hoppy kick,NOMADIC,"Taylor, Harvey and Thomas",3528008587150301,parkermelissa@hotmail.com,82.57,bottles or cans,2019-02-01
1039,4.0,AHTANUM,Pale hoppy ale with a floral citrus flavour. US ahtanum hops,NORTH RIDING,Cobb-Cox,4410625912488194,bryanricardo@white-beck.com,10.58,bottles or cans,2019-01-18
1040,4.3,MOSAIC,Pale ale full of blueberry and citrus flavours from mosaic hops,NORTH RIDING,Castillo-Chambers,4753722837309,perezjulie@davenport-harris.com,75.7,bottles or cans,2019-04-18
1041,4.0,PALE ALE V5,Trans pacific pale featuring US and Australian hops,NORTH RIDING,Hull and Sons,210042182159366,stephanie80@hotmail.com,68.34,bottles or cans,2019-01-22
1042,4.5,TIRAMISU PORTER,Porter  with coffee & chocolate added post fermentation,NORTH RIDING,Hernandez-Sanchez,3528057086897110,christopherfoster@yahoo.com,12.98,draught,2019-03-13
1043,4.4,NORTHALLERTON DARK,Dark ale brewed from chocolate malt & Admiral hops,NORTHALLERTON,"Potts, White and Wilson",344121503931866,andre22@hotmail.com,46.08,bottles or cans,2019-01-15
1044,4.2,YORKSHIRE GOLD,Bitter golden ale enhanced by Cascade and First Gold hops,NORTHALLERTON,Mendez Ltd,675911734092,qreynolds@gmail.com,26.19,bottles or cans,2019-01-12
1045,4.1,DETENTION,"A clean, straw coloured light drinking bitter. ",OLD SCHOOL,Carney LLC,4779739170883627,ozimmerman@yahoo.com,78.51,draught,2019-04-30
1046,3.8,SHOOT THE SERVANT,Dark Bitter with flavours of toasted caramel & subtle chocolate,PENTRICH,"Howard, Suarez and Cooper",3528196599226134,wwells@gmail.com,10.42,draught,2019-03-29
1047,4.7,SHADOW PLAY,Oatmeal stout.  Chocolate notes  with a subtle amount of roast,PENTRICH ,Potts-Turner,5195730335841884,biancaschroeder@hurley.biz,1.84,draught,2019-01-10
1048,4.5,EXCITRA,"Golden beer with grapefruit & floral aromas, crisp, hoppy finish",PHEASANTRY,"Martin, Lewis and Davis",210028621990404,michele79@gmail.com,16.48,bottles or cans,2019-04-02
1049,6.0,ORANGE PHEASANT,"Golden ale, with the zest of oranges & grapefruit in the aroma",PHEASANTRY,Dougherty Group,3112918331677239,christopher96@kennedy.com,82.3,draught,2019-02-02
1050,4.6,SMOKIN,Reddish amber. Starts sweet & followed by lingering smokiness,PHEASANTRY,"Martinez, Davis and Allen",30450207979940,hallalexander@gutierrez.biz,51.42,draught,2019-04-26
1051,4.5,BECKETTS ALE,Mahogany coloured with floral hoppiness,PHIPPS,Moore-Garcia,180065730566887,huntjoseph@andrade.com,98.99,draught,2019-02-19
1052,5.2,GOLD STAR,Strong golden export pale ale,PHIPPS,"Thomas, Smith and Clark",210099884612647,christopher88@gmail.com,53.98,bottles or cans,2019-04-26
1053,4.5,HEDDONISM,Golden bitter with a citrus hoppy flavour ,POTBELLY,Thomas Ltd,4106489813841,bfarmer@yahoo.com,63.94,draught,2019-02-27
1054,4.2,PIGGIN SAINT,Pale golden ale with New World hops,POTBELLY,"Jarvis, Cline and Robertson",869972356914366,cwright@hotmail.com,90.61,draught,2019-02-01
1055,3.8,BLONDE,"Crisp, refreshing, tropical, citrus aftertaste. Citra & Cascade hops",QUIRKY,Wise-Black,30027072685297,amber70@yahoo.com,36.17,draught,2019-01-14
1056,3.8,RUBY,English bitter with roasted carafa malt for a distinctive finish,QUIRKY,Kemp PLC,5432524948094459,thomasbradley@hotmail.com,51.2,bottles or cans,2019-03-27
1057,4.1,CF191, English pale with experimental CF191 hops ,RAW,Taylor-Pierce,375627621696548,luke75@yahoo.com,81.35,draught,2019-02-08
1058,5.9,CHOCOLATE GHOST,A chocolate IPA,RAW,Davis-Wu,180066583450658,brucelori@gmail.com,77.82,bottles or cans,2019-01-13
1059,6.2,FUNKY HOP DONKEY,"Collab with Pigeon Fisher - cloudy, hoppy New England IPA",RAW,"Bates, Wright and Howard",4822818118927170,ricethomas@michael.com,92.9,draught,2019-04-28
1060,3.6,KIWI PALE,NZ hopped Pale ,RAW,Johnson-Hernandez,30245707737388,cherylchapman@gmail.com,40.96,draught,2019-01-29
1061,4.9,NEW DAWN,An American amber,RAW,Stokes-Gibbs,6011936650499766,bhernandez@french.com,56.07,bottles or cans,2019-04-04
1062,4.6,XTREME OPPOSITE ATTRACTION,Collab with Pigeon Fisher - hybrid IPA ,RAW,Jones Group,5424980817393689,nancyfuller@hotmail.com,21.92,draught,2019-03-29
1063,4.5,BLACK BREAGHA,Full bodied stout with chocolate notes & roast coffee aftertaste,ROCK MILL,Williams-Turner,630496362314,jenniferjohnson@smith-ross.com,95.19,bottles or cans,2019-03-26
1064,4.3,RINGING ROGER,Traditional amber bitter with a fruity aftertaste,ROCK MILL,Green-Hayes,3337752197556701,jackie18@yahoo.com,21.35,bottles or cans,2019-03-25
1065,4.4,IGGY BEER,Pale ale brewed with German hops and lager malt,ROCK'N'ROLL,"Cole, Harris and Griffith",4378918940736431,cfuentes@gmail.com,98.13,bottles or cans,2019-02-27
1066,5.1,MASH CITY ROCKERS,Hoppy pale ale,ROCK'N'ROLL,"Clayton, Evans and Rodriguez",180074387313932,allencathy@hansen.info,0.9,draught,2019-01-21
1067,4.1,FALL ABOUT,Seasonal copper coloured bitter,ROWTON,"Scott, Johnson and Ray",3528311120482706,bassemily@yahoo.com,95.1,bottles or cans,2019-04-05
1068,3.8,PURE GOLD,"Golden, English hopped bitter",ROWTON,Fleming-Tate,3528930836014170,lynngalvan@hotmail.com,55.04,bottles or cans,2019-03-12
1069,4.1,HOPSCHISM,"Fruity, refreshing golden ale",SANDIWAY,"Benjamin, Hawkins and Rodriguez",675964464555,luceroashley@white.com,61.75,draught,2019-04-26
1070,6.0,DARK RUBY,Classic dark strong mild,SARAH HUGHES,"Roman, Strickland and Campbell",30435958549935,asanchez@hotmail.com,37.95,draught,2019-03-11
1071,4.9,OLD SAILOR,American style golden ale packed with hops. Tropical fruits ,SCARBOROUGH,Davis and Sons,5182719001374994,ronaldnorman@humphrey.com,96.82,draught,2019-01-22
1072,4.3,SEA LORD,American hopped ale. Subtle hints of lime and grapefruit ,SCARBOROUGH,Price-Jimenez,4095325370563,uwebb@hendrix-reed.com,16.82,bottles or cans,2019-03-26
1073,5.3,FIVE BELLS,"A dark rich ruby ale, with coffee notes",SHARDLOW,Morrison-Mcdaniel,3158991315674154,benjamin11@coleman.com,62.48,draught,2019-02-11
1074,4.8,MAYFLY,Chestnut coloured best bitter made with six different malts,SHARDLOW,White LLC,6011954848721033,joseph93@gmail.com,30.9,draught,2019-01-30
1075,5.3,TOMBSTONE,Dark amber brew dry hopped with goldings,SHARDLOW,Molina and Sons,4362295720130780,michellewolfe@hotmail.com,47.64,bottles or cans,2019-04-09
1076,5.0,WHILSTLESTOP,A strong pale golden ale,SHARDLOW,"Woods, Pacheco and Reed",180027111447681,anthony46@jones-james.info,82.3,bottles or cans,2019-02-03
1077,4.5,4 WOOD," Full-bodied, traditional Best Bitter",SHINY,Lewis Inc,6011398148356456,pcharles@wagner.com,68.33,bottles or cans,2019-04-23
1078,4.6,AFFINITY, Golden Bitter with lots and lots of fruity Citra hops,SHINY,"Garcia, Mays and Phillips",4519260681612459,tbarnes@nelson.com,15.62,draught,2019-03-08
1079,5.3,DISCO BALLS,A Big Hitting Hop Loaded IPA,SHINY,"Chandler, Spencer and Powers",30330922171132,parnold@munoz.org,22.49,draught,2019-02-03
1080,4.2,HAPPY PEOPLE, Sharp and citrusy golden ale,SHINY,Williams-Cook,210076985975321,cainlacey@gutierrez-casey.com,88.16,draught,2019-01-28
1081,3.7,NEW WORLD,Golden citrusy big hitter in terms of flavour,SHINY,Allen Inc,869966272633324,cruzrachel@gmail.com,82.93,bottles or cans,2019-02-04
1082,4.4,WRENCH,"Stout with 6 different malts, complex, rich flavour profile",SHINY,"Winters, Rosario and Gonzalez",4375372166266,powelllaura@gmail.com,70.02,bottles or cans,2019-04-07
1083,5.6,CLASSIC IPA,IPA with a touch of bitter honey and mild grapefruit finish,SILVERSTONE,Bryant-Gardner,4748809657166,lukehorton@gmail.com,40.09,draught,2019-01-21
1084,3.4,IGNITION,Clean and sharp blonde ale with American hops,SILVERSTONE,"Le, Stephens and Garcia",343026563125450,brianna05@mitchell.net,69.52,bottles or cans,2019-01-04
1085,4.8,OCTANE,"Golden ale, rich in malts with hints of honey and toffee",SILVERSTONE,Wood LLC,344084359700795,kleintroy@mejia.com,27.34,draught,2019-03-29
1086,4.5,MARAVILLA ,Brewed with Staffordshire Maravilla raspberries ,SLATERS,Vega and Sons,869997379758375,alyssa35@hotmail.com,10.04,bottles or cans,2019-03-23
1087,3.8,SADDLEBACK BITTER,Amber coloured conversational bitter ,SLAUGHTERHOUSE,Berg-Arnold,210088027664532,smithfernando@gmail.com,90.47,bottles or cans,2019-03-04
1088,3.9,AHTANUM,"Pale ale with ahtanum hops, dry hopped, strong hint of citrus",STAMPS,Burke-Gonzalez,869988578405975,alec71@castro.info,67.58,draught,2019-03-11
1089,3.7,BONDI BLONDE,"Simcoe & centennial hops,  citrus notes, a fresh, tasty, blonde ",STAMPS,Gallegos-Crane,379006025055724,qgreen@smith-harrell.com,31.28,draught,2019-01-14
1090,4.2,MAIL TRAIN,"Golden amber with distinct bitterness, pleasing malt character",STAMPS,Garcia-Harris,344791614087772,bgordon@gmail.com,94.76,draught,2019-04-13
1091,5.0,A STEAMING BUCKET OF CHILLI AND LIME,Added Chilli and Lemon. Andy Lee's 40 thousandth beer,STEEL CITY,"Baker, Lawrence and Sullivan",3088552940093825,alexandermyers@gmail.com,9.4,bottles or cans,2019-01-05
1092,5.0,DROP THE C BOMB V2,Pale and very bitter with fresh hop aroma and citrus notes,STEEL CITY,"Parker, Benton and Smith",4743386665838964,christopherweber@hotmail.com,94.54,draught,2019-01-16
1093,5.0,GET IN THE C,Pale and very bitter with citrus and tropical fruit flavours,STEEL CITY,"Levy, Edwards and Bolton",349745483690582,kcastro@yahoo.com,60.8,draught,2019-01-02
1094,5.2,INTERNATIONAL MAN OF MISERY,Combining trad dunkelweiss flavours with modern citrus hops ,STEEL CITY,Gonzales-Sandoval,869914340954645,lauraerickson@hotmail.com,53.56,bottles or cans,2019-04-01
1095,4.2,GINGER TINGE,Crisply hopped bitter with a ginger tinge,STOCKPORT,"Rodriguez, Cook and Johnson",869917309469224,carloswood@harper.com,7.69,draught,2019-01-25
1096,4.1,SOUTH ISLAND PALE,"Straw cpoloured, lycheearoma, citrus hoppy flavour",STOCKPORT,Becker-Nicholson,6011365535624689,miguelarmstrong@hotmail.com,15.5,bottles or cans,2019-01-24
1097,4.8,STOCK PORTER,Liquorice & malty nose with coffee & chocolate notes,STOCKPORT,"Walsh, Pham and Walker",3096858356627794,patricia07@love.com,92.55,draught,2019-04-26
1098,6.3,HOME GROWN,100% 'wet hopped' with Centennials from their own hop field ,TAPSTONE,"Mahoney, Clements and Moore",348864950067520,ohart@gmail.com,93.32,bottles or cans,2019-02-20
1099,4.2,SEA MONSTER,"Tropical flavours, citrus base, hints of blueberry, mango & lime.",TAPSTONE,"Taylor, Castro and Brady",3528619870620865,melissarich@hopkins.com,39.51,bottles or cans,2019-01-18
1100,4.0,ALTOFTS BLONDE,Session blonde ale,TARN 51,Johnston-Rivera,6011882978171978,zachary94@yahoo.com,63.08,draught,2019-01-01
1101,5.0,NEWLANDS STOUT,Creamy dark stout,TARN 51,Williams-Grant,869996314977918,jeffrey13@johnson-huang.com,61.03,draught,2019-02-25
1102,4.7,ARTS OF TELEFORCE,Oatmeal stout,THOUSAND TRADES,Austin Ltd,210085597256251,david32@santos.com,71.0,draught,2019-03-25
1103,5.2,COCONUT IPA,An IPA brewed with coconut and oats.,THOUSAND TRADES,"Hill, Bender and Nelson",869999116174080,rgutierrez@ruiz.com,66.64,draught,2019-01-09
1104,4.3,BAD UNCLE BARRY,West coast pale ale,THREE FIENDS,Barrera LLC,3158585533385716,johnstonmike@yahoo.com,33.25,bottles or cans,2019-03-08
1105,5.3,DARK SIDE ,"Cascadian Dark Ale, chocolate start with a bitter finish",THREE FIENDS,"Johnson, Davis and Allen",3337617143400090,johnsondavid@rodriguez.org,9.12,bottles or cans,2019-03-20
1106,4.7,CHERRY STOUT,New cherry stout,THREE HILLS,Hodges-Johnson,4305682467102215,ericwilliams@gmail.com,67.75,bottles or cans,2019-03-08
1107,5.5,HEIDRUN,"IPA hopped with Mosaic, Citra and Columbus ",THREE HILLS,James-Garcia,5414072951933942,stephanie11@gmail.com,20.74,draught,2019-02-10
1108,4.7,COFFEE ANISE PORTER,Porter brewed with lightly roasted coffee beans and star anise,TICKETYBREW,Davis Group,4696430349879,willie71@lane.net,62.18,bottles or cans,2019-01-20
1109,4.3,MUNCHNER,"Golden lager & Belgian ale combo. Biscuit taste, hop aroma",TICKETYBREW,Sanchez and Sons,675979855284,ywilcox@yahoo.com,45.89,draught,2019-01-23
1110,5.0,A NUGGET OF PUREST GREEN,Green hop beer (Collab with Beeston Hop),TORRSIDE,"Clark, Warren and Bowers",4818225443458176,stacyvillanueva@gmail.com,21.98,draught,2019-01-09
1111,4.5,BUGBEAR,"An American brown ale with roasty, chocolatey flavours",TORRSIDE,Hart-Mcdaniel,4164404802336147,ywatson@gmail.com,89.77,bottles or cans,2019-04-01
1112,4.5,EASTERN PALE INDIA ALE (EPIA),Indian tikka-spiced pale ale (Collab with Bexar County),TORRSIDE,Palmer Inc,180082437515042,rwilliamson@rodgers-colon.com,25.43,bottles or cans,2019-04-07
1113,6.2,HERR SIMCOE,Hop forward India porter,TORRSIDE,Contreras Ltd,869994356877526,ikelley@miller.com,54.95,bottles or cans,2019-03-29
1114,9.5,IMPERIAL PORTER,Imperial verson of an American porter,TORRSIDE,Martinez-Ellis,30537794652201,brandonboyer@gmail.com,75.99,bottles or cans,2019-02-03
1115,5.8,MOLTEN UNIVERSE,Fruity red IPA heftily hopped with US and European hops,TORRSIDE,Casey Inc,210076319520421,richardchristina@oneill.com,65.05,draught,2019-04-13
1116,4.2,ROUTE 366,Punch yet sessionable American pale ale with  US hop Ekuanot,TORRSIDE,Moore Ltd,676298779981,stephaniemorales@yahoo.com,27.27,draught,2019-03-20
1117,6.5,WITCH HUNT,"Vienna IPA, with touch of sweetness & fruity and floral flavours",TORRSIDE,"Williams, Long and Lester",4131778610526,jbrown@wilson-walker.com,17.89,bottles or cans,2019-02-21
1118,4.0,LAUGHING GRAVY,Light copper beer with good balance of malt & hops,ULVERSTON,Johnson Inc,5318169412558677,thompsonkevin@stewart.com,54.61,bottles or cans,2019-04-13
1119,4.3,PEGASUS,Crisp pale ale. Aromatic maltiness with bitter tantalising taste,UPHAM,Weber-Alvarado,30415232008742,pearsoncharles@gmail.com,4.79,bottles or cans,2019-04-05
1120,3.6,TIPSTER,Golden with refreshing citrus notes and a smooth bitterness,UPHAM,Lee Inc,4414061525641787,donnapatton@gmail.com,51.63,bottles or cans,2019-02-20
1121,4.0,CHOCOLATE MOUSSE,A dark version of pamplemousse with chocolate & vanilla,WAEN,Marquez-Pineda,4782829803945961,adamsjenny@ross-perez.com,67.08,bottles or cans,2019-01-31
1122,4.2,PAMPELMOUSSE,A refreshing pale with grapefruit and mango flavours,WAEN,Harris PLC,180013121479500,jsmith@hotmail.com,89.44,draught,2019-02-12
1123,4.8,BLACK PIG,"Dark smooth imperial Russian porter, chocolate & cherry aroma ",WANTSUM,Taylor-Davidson,676270363119,hamiltonmichael@rocha.net,25.8,draught,2019-04-27
1124,4.2,FORTITUDE,Pale amber colour with a light sweet malty taste,WANTSUM,Robinson-Frazier,5541170986175624,byrdjonathan@yahoo.com,39.73,bottles or cans,2019-03-01
1125,4.0,GREEN ONE HOP ,"Golden ale, hedgerow hop flavour good bittering and smooth body ",WANTSUM,Campbell Ltd,180093900023927,robertwatson@jones.com,42.67,bottles or cans,2019-01-20
1126,5.0,RED RADDLE,"Ruby Red premium bitter, biscuit and toasted malt base",WANTSUM,"Reed, Flowers and Hooper",371819861632663,marshallcynthia@rivera-farley.com,67.04,draught,2019-04-06
1127,5.0,CLAIRE'S HIGH KOALATY,Crisp & uplifting Australian-style IPA,WELBECK ABBEY,Peck LLC,341937887566553,brookskevin@hotmail.com,52.59,draught,2019-03-02
1128,4.5,RAPUNZEL,,WELBECK ABBEY,Smith Group,349140486457629,sabrina87@hotmail.com,19.37,draught,2019-01-10
1129,4.2,GEORGE AND THE DRAGON,"Firey red ale, juicy rakau hop flavours, fruity bitter aftertaste",WELBECK ABBEY,"Blankenship, Webb and Yates",869932778026421,hollowaywalter@gmail.com,67.39,bottles or cans,2019-01-15
1130,4.5,SETH'S HILLBILLY RYE,A sweet and malty fox-red rye ale,WELBECK ABBEY,Simpson Ltd,210034097050889,danielmendoza@yahoo.com,59.67,bottles or cans,2019-02-22
1131,4.2,ROSIES SWEAT BOX,Deep ruby ale made with English hops,WELDON,"Jones, Luna and Rodriguez",180087677687229,lisaschultz@lynch-gonzalez.com,71.41,bottles or cans,2019-04-26
1132,4.0,STAHLSTADT,Blonde ale with hints of lemon and fragrant garden herbs,WELDON,"Gardner, Trujillo and Skinner",4933567687892614,mary44@stark.org,80.78,draught,2019-01-25
1133,4.9,COFTON COMMON,Lager type ale with Vienna malt,WETHEROAK HILL,"Murray, Weiss and Fox",30065488416634,millsjulie@gmail.com,37.19,draught,2019-01-12
1134,4.1,STICKLEBRACK,Pale bitter with New Zealand hops,WETHEROAK HILL,Watkins and Sons,30304957021918,michelle28@randolph.com,58.36,draught,2019-03-29
1135,6.0,NIBS & BEAN, Mocha stout with roasted Brazilian Espresso & Cacao Nibs ,WISHBONE,"Roberts, Kelley and Rojas",3158116953337209,anna41@gmail.com,80.55,draught,2019-04-01
1136,3.9,VOLK,Pale ale hopped with Slovenian Styrian Wolf,WISHBONE,"Brown, Lewis and Martin",3337926953343682,samantha11@vincent-perry.com,85.37,bottles or cans,2019-03-26
1137,8.0,WORLD GONE MAD,Strong bitter citrus dark Ale,FERRY BREWERY (Scotland),Fuentes Ltd,3528271616851493,javier98@ryan.com,95.5,draught,2019-02-26
1138,3.9,GOLD,Golden ale with a citrus flavour & aroma. Dry & very moreish,BATEMANS ,Patton Group,561277206414,ryan77@lewis.info,52.29,draught,2019-02-18
1139,5.0,LINCOLNSHIRE RED,"Polished red ale with 4 malts pale, wheat, crystal & chocolate ",BATEMANS ,Morse-Bailey,5363982472013993,richard48@jones-robinson.com,92.11,draught,2019-03-06
1140,4.0,SKULL & HAMMERS,"Uniquely blended light amber ale, hint of citrus, full of flavour",BATEMANS ,Gonzales LLC,3096385888211558,lesliefoster@hotmail.com,1.02,bottles or cans,2019-02-27
1141,3.7,XB,"Amber, English pale ale crafted with crisp Lincolnshire malt ",BATEMANS ,Rose-Morgan,4542484117178,gail57@gmail.com,44.29,bottles or cans,2019-02-19
1142,4.5,XXXB,"English tawny pale ale, Challenger, Styrian & Golding hops ",BATEMANS ,Ingram PLC,30209586615164,ogrant@wood.com,53.4,draught,2019-01-08
1143,4.0,BAJAN BREAKFAST,Oatmeal Pale ale,BLACK IRIS,Anderson-Benson,503888300954,caitlinwiggins@torres.com,72.92,bottles or cans,2019-04-02
1144,4.5,BLEEDING HEART,Red rye ale,BLACK IRIS,Gross-Scott,6011518796690001,conradzachary@yahoo.com,7.06,bottles or cans,2019-01-26
1145,6.5,CHASING THE SUN,A powerful IPA,BLACK IRIS,"Kim, Crawford and Moss",5532217867384089,kellyann@cobb-chandler.org,32.93,draught,2019-02-07
1146,4.5,ENDLESS SUMMER,"Pale beer with a crisp, refreshing bitterness & citrus aroma",BLACK IRIS,Booth-Walsh,4270797594618080,brianharris@hotmail.com,24.3,draught,2019-01-30
1147,5.2,RISE AND SHINE,A rich Coffee Milk Stout using locally roasted coffee beans ,BLACK IRIS,Sandoval Ltd,30140076118395,brittanydeleon@adams.org,49.0,draught,2019-01-23
1148,3.8,SNAKE EYES,"Crisp US session pale, citrus bitterness & tropical fruit aroma",BLACK IRIS,Richards PLC,4379564913591087,jsanders@yahoo.com,4.75,bottles or cans,2019-03-23
1149,6.0,SORE ARSE CHEEKS,Sorachi ace IPA,BLACK IRIS,Davidson Inc,4519574229642434,tyler21@holmes.com,20.28,draught,2019-04-14
1150,4.7,ELSIE MO,Golden ale known for its subtle floral character and citrus taste,CASTLE ROCK,Molina-Stewart,6011809082118777,gabriellemayer@gmail.com,25.72,bottles or cans,2019-03-03
1151,3.8,HARVEST PALE,Multi-award winning blonde beer with a delicate citrus character,CASTLE ROCK,Rubio Inc,4342611743255,cookkelly@gmail.com,0.79,draught,2019-01-23
1152,4.2,HILARY SILVESTER,"Red ale with Cascade lupulin powder. Citrusy, malty & more-ish",CASTLE ROCK,"Wyatt, Frye and Foley",371032763991811,anthony82@bailey-green.com,70.87,draught,2019-03-27
1153,5.5,MIDNIGHT OWL,Black IPA with citrus aroma and hints of caramel.,CASTLE ROCK,Clarke Group,3112263641152718,ramoschristina@hotmail.com,71.96,bottles or cans,2019-04-30
1154,4.9,PILSNER,Classic German hops give this cask Pilsner authenticity,CASTLE ROCK,Williams-Torres,30250854692733,kylefrost@hancock.org,0.2,bottles or cans,2019-02-10
1155,4.0,SESSION IPA,Simcoe hop give a rounded bitterness & juicy tropical fruit notes,CASTLE ROCK,Levy and Sons,4181884339738809,owilcox@pennington.com,47.96,draught,2019-01-11
1156,4.5,SHERWOOD RESERVE,Smooth stout brewed with fresh Colombian coffee beans,CASTLE ROCK,Mckinney-Pena,6011860765390621,andersoneric@hotmail.com,62.89,draught,2019-02-01
1157,4.5,WHEAT,Smooth & estery wheat beer with lots of Citra dry hop for juiciness,CASTLE ROCK,Fernandez-Young,373338464060188,scott13@webb.com,5.48,draught,2019-02-10
1158,3.8,BEACON HILL,"Amber session bitter, dry, bitter and moreish",EVERARDS,Gilbert-Ferguson,4472237012163,vpark@gmail.com,16.74,draught,2019-04-28
1159,4.0,MYRTLE ,"A fruity red ale, brewed with pilot and flyer hops",EVERARDS,Grant and Sons,5508860224025240,gthompson@powell.net,8.24,draught,2019-04-21
1160,5.2,OLD ORIGINAL,"Tawny, copper ale with burnt, roasted flavours",EVERARDS,Mahoney-Harrison,6011114567623833,kristenmorris@yahoo.com,38.61,draught,2019-02-26
1161,4.0,SUNCHASER,"Refreshing brew with subtle, zesty, sweet flavours",EVERARDS,Andrews Group,3158445017978793,meghan75@carey-brown.com,51.94,draught,2019-05-01
1162,4.2,TIGER,"A clean, malty brew with a hoppy aroma",EVERARDS,Sanchez-Harrington,6011056635287937,heatherryan@wallace-roberts.info,52.61,draught,2019-01-12
1163,4.7,DODGEM,Pale with a floral aroma,FUNFAIR,"Weaver, Phillips and Bass",30431865716014,daniel68@henderson.org,50.26,bottles or cans,2019-03-18
1164,4.7,ROLLERGHOSTER,A red beer brewed with summer fruits,FUNFAIR,Scott LLC,4418782671942911,jbrown@hotmail.com,12.96,bottles or cans,2019-02-24
1165,4.3,STEAM PUNK PORTER,Brewed with malt smoked on the brewery's own smoker,FUNFAIR,"Santos, Steele and Osborne",5299486768759755,gravessharon@yahoo.com,57.06,bottles or cans,2019-04-22
1166,4.0,TEA CUPS,"A mad,  cloudy traditional ginger beer",FUNFAIR,Rivera PLC,676220457706,hannah58@smith-robinson.com,31.96,bottles or cans,2019-03-03
1167,5.0,THROUGH THE LOOKING GLASS,Tea cups big brother with a mad fruit twist,FUNFAIR,Dennis-Clark,30386782793910,uhanna@yahoo.com,34.69,draught,2019-04-05
1168,4.5,CHARRINGTON IPA,"Crisp blonde beer, not too bitter with a subtle biscuit palate",HERITAGE,"Floyd, Williams and Lawson",4300320919553496,frichards@peterson.org,72.39,draught,2019-01-20
1169,4.0,CHARRINGTON OATMEAL STOUT,Well balanced nutty flavour with a slight bitterness and a hint of treacle,HERITAGE,"Pierce, Hogan and James",30080122556950,wwolf@gmail.com,33.21,bottles or cans,2019-03-14
1170,5.6,MASTERPIECE,"Rich golden colour, full flavoured with a pleasant mellow finish ",HERITAGE,Simpson LLC,30156150217648,scottyoung@carroll.com,30.92,draught,2019-01-22
1171,4.0,OFFILERS BEST BITTER,"Aromatic hops, toasted cereal notes with hints of smoke and spice",HERITAGE,"Brown, Gibson and Romero",5577061045760794,tylerberger@klein.org,9.91,draught,2019-03-27
1172,4.2,ST.MODWEN,"Light amber, smooth drinking bitter with medium bitterness",HERITAGE,Murphy-Williams,4913197007106505,laurarogers@hotmail.com,51.63,bottles or cans,2019-01-09
1173,3.8,VICTORIA PALE ALE,Aroma of resinous hop notes and smooth fruity palate,HERITAGE,Wallace-Roberts,4157365186072690,michael34@hooper.com,19.52,bottles or cans,2019-01-21
1174,4.6,WITCH DRIPPING,"Tawny, well hopped with a black pepper and herb garden aroma ",HERITAGE,"Henry, Juarez and Reed",5573795492689444,kathryncrosby@hotmail.com,54.09,draught,2019-01-24
1175,4.2,BEST,Glowing copper best Bitter,MAGPIE,Morgan and Sons,5153111363376152,jonathan64@sanders-wilson.com,52.75,draught,2019-04-13
1176,4.4,CHERRY RAVEN,Special Cherry Edition of our Raven Stout,MAGPIE,"Davis, Durham and Schroeder",3088314274096233,michaelsanders@woodward.info,55.18,bottles or cans,2019-01-20
1177,4.2,EIGHT FOR A WISH,Pumpkin spiced dark amber,MAGPIE,Reyes-Carr,4071194271230762,jeffreybarber@cooley-hatfield.com,56.36,bottles or cans,2019-02-01
1178,3.7,HAVE YOUR CAKE AND EGRET,Raspberry Jam Victoria sponge pale. Collab with Notts WI,MAGPIE,Graham-Clark,5104241820755621,jesse83@yahoo.com,75.81,draught,2019-04-06
1179,3.8,HOPPILY EVER AFTER,Blonde refreshing beer with distinct endeavour hop flavour,MAGPIE,Dixon-Reyes,3337976073636523,nicoleanderson@yahoo.com,25.63,draught,2019-03-17
1180,5.2,JAY IPA,British hopped IPA,MAGPIE,Brown-Garcia,3112995082906207,cartermichael@clark.biz,10.3,draught,2019-01-08
1181, 	4.0 ,NINE FOR A KISS,Nottingham Fresh Green Hop Pale Ale,MAGPIE,Long Group,4296762641685391,gonzaleslarry@hotmail.com,83.15,bottles or cans,2019-04-07
1182,4.4,RAVEN STOUT,Rich and full bodied Stout,MAGPIE,Summers LLC,30231240652250,orose@zavala.com,87.4,draught,2019-04-27
1183,4.5,THIEVING ROGUE,"Straw yellow, thirst quenching fruity and floral ale",MAGPIE,"Vazquez, Wilson and Richardson",348354621708918,bishoptimothy@schmidt-martin.com,41.72,draught,2019-02-26
1184,4.8,WANDERLUST SERIES - CHAINLESS,"American Pale Ale full of American hops, simcoe and cascade",MAGPIE,"Gaines, Turner and Golden",30593481367702,westkathy@gmail.com,50.97,bottles or cans,2019-01-07
1185,4.5,WANDERLUST SERIES - ROAM,"New World Pale Ale, Tropical hops from New Zealand and America",MAGPIE,"Ortiz, Martinez and Wilson",4729927634108449,reneewilson@park-soto.com,87.55,bottles or cans,2019-01-12
1186,4.4,BROADWAY REEL ALE,Pale-amber ale exclusive to Broadway cinema ,NOTTINGHAM,Mosley-Peters,639092600050,susan06@dunn.com,72.2,draught,2019-04-12
1187,4.7,BULLION,Gold in its purest form!,NOTTINGHAM,"Davis, Bradley and Stewart",6011186764766672,heatherwoodard@santana.com,77.0,bottles or cans,2019-02-13
1188,4.9,CENTURION ,Tasty dark porter,NOTTINGHAM,"Burnett, Smith and Richardson",4343482435732043,jonathan02@rodriguez.com,75.74,draught,2019-02-21
1189,4.3,COCK N' HOOP,Rounded bitter with a citrus hop flavour,NOTTINGHAM,"Valenzuela, Smith and Hess",5547215422819477,albert61@lin.com,92.62,bottles or cans,2019-01-05
